"indID","broodID","year","hatch_size","par_load","relative_par_load","tarsus","mass","laydate","fledg_size","nestbag"
"3661237","tua210","2011",5,59,11.8,16.05,9,128,5,1
"3661238","tua210","2011",5,59,11.8,15.69,9.4,128,5,1
"3661239","tua210","2011",5,59,11.8,16.07,10,128,5,1
"3661240","tua210","2011",5,59,11.8,15.99,9.4,128,5,1
"3661242","pir126","2011",6,31,5.17,17.09,10.4,128,6,1
"3661243","pir126","2011",6,31,5.17,16.36,9.6,128,6,1
"3661244","pir126","2011",6,31,5.17,16.89,10,128,6,1
"3661245","pir126","2011",6,31,5.17,17.25,10.8,128,6,1
"3661246","pir126","2011",6,31,5.17,16.98,10.5,128,6,1
"3661248","pir126","2011",6,31,5.17,17.21,10.9,128,6,1
"3661688","pir19","2011",7,159,22.71,15.27,9,126,0,1
"3661689","pir19","2011",7,159,22.71,15.59,8.5,126,0,1
"3661690","pir19","2011",7,159,22.71,15.64,8.5,126,0,1
"3661691","pir19","2011",7,159,22.71,15.14,7.5,126,0,1
"3661692","pir19","2011",7,159,22.71,16.02,8.5,126,0,1
"3661693","pir19","2011",7,159,22.71,15.87,8.5,126,0,1
"3661862","pir139","2011",7,61,8.71,15.67,9.5,129,3,1
"3661864","pir139","2011",7,61,8.71,15.76,10.25,129,3,1
"3661872","pir69","2011",9,93,10.33,15.78,8.5,122,9,1
"3661873","pir69","2011",9,93,10.33,16.84,9,122,9,1
"3661874","pir69","2011",9,93,10.33,15.79,8.5,122,9,1
"3661875","pir69","2011",9,93,10.33,16.77,9.5,122,9,1
"3661876","pir69","2011",9,93,10.33,15.92,9,122,9,1
"3661878","pir69","2011",9,93,10.33,16.23,9,122,9,1
"3661879","pir69","2011",9,93,10.33,16.42,8.5,122,9,1
"3661888","pir39","2011",6,48,8,16.75,10,125,2,1
"3661889","pir39","2011",6,48,8,16.18,9.5,125,2,1
"3661890","pir39","2011",6,48,8,16.98,9.4,125,2,1
"3661891","pir39","2011",6,48,8,16.7,9.6,125,2,1
"3661892","pir39","2011",6,48,8,15.65,9.6,125,2,1
"3661893","pir39","2011",6,48,8,15.02,9,125,2,1
"4736033","pir129","2004",5,31,6.2,17.17,9.7,127,5,2
"4736034","pir129","2004",5,31,6.2,16.75,10.2,127,5,2
"4736035","pir129","2004",5,31,6.2,16.65,9.6,127,5,2
"4736036","pir129","2004",5,31,6.2,16.13,9.7,127,5,2
"4736037","pir129","2004",5,31,6.2,17.12,10,127,5,2
"4736051","pir38","2004",6,49,8.17,16.21,9,129,6,1
"4736052","pir38","2004",6,49,8.17,15.67,8.6,129,6,1
"4736053","pir38","2004",6,49,8.17,16.6,8.6,129,6,1
"4736054","pir38","2004",6,49,8.17,16.16,8.7,129,6,1
"4736055","pir38","2004",6,49,8.17,16.44,9.8,129,6,1
"4736056","pir38","2004",6,49,8.17,16.23,9.7,129,6,1
"4736057","pir47","2004",5,50,10,15.8,10.2,136,5,2
"4736058","pir47","2004",5,50,10,17,11.9,136,5,2
"4736059","pir47","2004",5,50,10,16.1,10.5,136,5,2
"4736060","pir47","2004",5,50,10,15.84,11.2,136,5,2
"4736061","pir47","2004",5,50,10,16.02,10.6,136,5,2
"4736721","pir100","2005",6,85,14.17,16.77,11.3,124,6,2
"4736722","pir100","2005",6,85,14.17,16.6,11,124,6,2
"4736723","pir100","2005",6,85,14.17,15.73,9.6,124,6,2
"4736724","pir100","2005",6,85,14.17,16.64,11.2,124,6,2
"4736725","pir100","2005",6,85,14.17,16.02,9.7,124,6,2
"4736727","pir75","2005",6,112,18.67,16.01,10,122,5,2
"4736728","pir75","2005",6,112,18.67,16.31,10.6,122,5,2
"4736729","pir75","2005",6,112,18.67,16.4,9.8,122,5,2
"4736731","pir75","2005",6,112,18.67,16.25,9.7,122,5,2
"4736732","pir133","2005",6,66,11,15.95,10,126,6,1
"4736733","pir133","2005",6,66,11,16.38,9.8,126,6,1
"4736734","pir133","2005",6,66,11,15.5,9.8,126,6,1
"4736735","pir133","2005",6,66,11,15.98,10.7,126,6,1
"4736736","pir133","2005",6,66,11,16.47,9.9,126,6,1
"4736737","pir133","2005",6,66,11,16.32,10.1,126,6,1
"4736738","pir140","2005",5,29,5.8,16.54,10.9,125,5,2
"4736739","pir140","2005",5,29,5.8,16.55,9.8,125,5,2
"4736740","pir140","2005",5,29,5.8,16.18,9.6,125,5,2
"4736741","pir140","2005",5,29,5.8,16.3,10.4,125,5,2
"4736742","pir140","2005",5,29,5.8,16.63,10.7,125,5,2
"4736744","pir39","2005",6,17,2.83,16.55,9.7,123,6,1
"4736745","pir39","2005",6,17,2.83,15.93,9.7,123,6,1
"4736746","pir39","2005",6,17,2.83,16.11,9.9,123,6,1
"4736747","pir39","2005",6,17,2.83,16.42,11,123,6,1
"4736748","pir39","2005",6,17,2.83,16,9.7,123,6,1
"4736750","pir54","2005",6,73,12.17,16.14,8.9,125,4,1
"4736751","pir54","2005",6,73,12.17,15.58,9.6,125,4,1
"4736752","pir54","2005",6,73,12.17,16.5,9.9,125,4,1
"4736753","pir54","2005",6,73,12.17,15.92,9,125,4,1
"4736755","pir72","2005",7,7,1,17,10.3,124,7,2
"4736756","pir72","2005",7,7,1,16.26,10.2,124,7,2
"4736757","pir72","2005",7,7,1,16.05,10.4,124,7,2
"4736759","pir72","2005",7,7,1,16.42,10,124,7,2
"4736760","pir72","2005",7,7,1,17.2,10.4,124,7,2
"4736761","pir96","2005",7,20,2.86,16.87,9.8,124,7,1
"4736762","pir96","2005",7,20,2.86,16.46,9.6,124,7,1
"4736764","pir96","2005",7,20,2.86,15.29,9,124,7,1
"4736765","pir96","2005",7,20,2.86,15.98,8.9,124,7,1
"4736766","pir96","2005",7,20,2.86,14.86,8.7,124,7,1
"4736767","pir96","2005",7,20,2.86,15.67,9.7,124,7,1
"4736768","pir6","2005",7,155,22.14,16.77,10.3,126,7,2
"4736769","pir6","2005",7,155,22.14,16.64,10.5,126,7,2
"4736770","pir6","2005",7,155,22.14,17.53,10.5,126,7,2
"4736771","pir6","2005",7,155,22.14,16.7,11.1,126,7,2
"4736772","pir6","2005",7,155,22.14,17.01,10.3,126,7,2
"4736773","pir6","2005",7,155,22.14,16.89,10.2,126,7,2
"4736774","pir6","2005",7,155,22.14,16.67,10.5,126,7,2
"4736779","pir10","2005",7,148,21.14,15.54,9,125,4,1
"4736782","pir129","2005",7,89,12.71,16,9.8,124,7,2
"4736783","pir129","2005",7,89,12.71,17.09,10,124,7,2
"4736784","pir129","2005",7,89,12.71,16.24,9.5,124,7,2
"4736785","pir129","2005",7,89,12.71,16.16,9.6,124,7,2
"4736786","pir129","2005",7,89,12.71,15.66,9.5,124,7,2
"4736787","pir129","2005",7,89,12.71,15.51,9.9,124,7,2
"4736788","pir129","2005",7,89,12.71,16.51,10,124,7,2
"4736789","pir125","2005",4,27,6.75,16.55,10.1,122,4,2
"4736790","pir125","2005",4,27,6.75,17.25,10.8,122,4,2
"4736791","pir125","2005",4,27,6.75,16.07,9.7,122,4,2
"4736792","pir125","2005",4,27,6.75,16.05,9.7,122,4,2
"4736793","pir43","2005",5,45,9,16.37,10.6,125,5,1
"4736796","pir43","2005",5,45,9,16.65,10.6,125,5,1
"4736797","pir43","2005",5,45,9,16.03,10.5,125,5,1
"4736798","pir1","2005",6,16,2.67,15.94,10.3,125,6,2
"4736799","pir1","2005",6,16,2.67,16.13,10.3,125,6,2
"4736800","pir1","2005",6,16,2.67,16.25,10.2,125,6,2
"4737938","pir158","2004",6,37,6.17,16.14,9.4,125,6,2
"4737939","pir158","2004",6,37,6.17,16.45,9.1,125,6,2
"4737940","pir158","2004",6,37,6.17,15.92,9.3,125,6,2
"4737941","pir158","2004",6,37,6.17,16.4,9.4,125,6,2
"4737942","pir158","2004",6,37,6.17,15.72,9.3,125,6,2
"4737943","pir158","2004",6,37,6.17,16.78,9.7,125,6,2
"4737974","pir39","2004",6,52,8.67,16.1,9.9,135,6,2
"4737975","pir39","2004",6,52,8.67,16.59,10.4,135,6,2
"4737977","pir39","2004",6,52,8.67,16.23,9.2,135,6,2
"4737978","pir39","2004",6,52,8.67,15.9,9.3,135,6,2
"4737979","pir39","2004",6,52,8.67,15.89,9.6,135,6,2
"4737980","pir53","2004",6,2,0.33,16.6,10.6,136,6,2
"4737981","pir53","2004",6,2,0.33,16.32,10.1,136,6,2
"4737982","pir53","2004",6,2,0.33,15.1,10.1,136,6,2
"4737986","pir60","2004",7,154,22,16.3,9.5,136,7,1
"4737987","pir60","2004",7,154,22,15.3,8.5,136,7,1
"4737988","pir60","2004",7,154,22,16.2,9.6,136,7,1
"4737989","pir60","2004",7,154,22,15.8,8.9,136,7,1
"4737990","pir60","2004",7,154,22,16.2,8.6,136,7,1
"4737991","pir60","2004",7,154,22,15.7,8.9,136,7,1
"4737992","pir60","2004",7,154,22,16.2,9.4,136,7,1
"4737997","pir41","2004",7,53,7.57,16,8.3,137,6,2
"4737998","pir41","2004",7,53,7.57,15.06,8.6,137,6,2
"4737999","pir41","2004",7,53,7.57,16.05,8.9,137,6,2
"4738000","pir41","2004",7,53,7.57,15.2,8.9,137,6,2
"4958001","pir62","2004",7,33,4.71,16.66,10.6,125,7,2
"4958002","pir62","2004",7,33,4.71,16.45,10.1,125,7,2
"4958003","pir62","2004",7,33,4.71,16.15,10.6,125,7,2
"4958004","pir62","2004",7,33,4.71,17.03,10.6,125,7,2
"4958005","pir62","2004",7,33,4.71,16.3,9.6,125,7,2
"4958006","pir62","2004",7,33,4.71,16.47,10,125,7,2
"4958007","pir62","2004",7,33,4.71,16.38,9.9,125,7,2
"4958008","pir44","2004",8,19,2.38,15.83,9.9,130,8,1
"4958009","pir44","2004",8,19,2.38,15.85,10.1,130,8,1
"4958010","pir44","2004",8,19,2.38,15.99,10.7,130,8,1
"4958011","pir44","2004",8,19,2.38,16.7,10.4,130,8,1
"4958012","pir44","2004",8,19,2.38,15.82,10.3,130,8,1
"4958013","pir44","2004",8,19,2.38,16.06,9.6,130,8,1
"4958014","pir44","2004",8,19,2.38,16.09,10.4,130,8,1
"4958015","pir44","2004",8,19,2.38,15.94,9.9,130,8,1
"4958016","pir1","2004",8,0,0,16.56,9.9,133,8,1
"4958017","pir1","2004",8,0,0,16.32,10,133,8,1
"4958018","pir1","2004",8,0,0,16.32,9.7,133,8,1
"4958019","pir1","2004",8,0,0,16.32,10.1,133,8,1
"4958020","pir1","2004",8,0,0,15.41,9.6,133,8,1
"4958021","pir1","2004",8,0,0,15.44,9.7,133,8,1
"4958022","pir1","2004",8,0,0,15.41,10,133,8,1
"4958023","pir1","2004",8,0,0,16.45,10.1,133,8,1
"4958073","pir108","2004",8,103,12.88,15.82,9.3,135,8,1
"4958074","pir108","2004",8,103,12.88,16.3,10.1,135,8,1
"4958075","pir108","2004",8,103,12.88,16.27,10,135,8,1
"4958076","pir108","2004",8,103,12.88,15.58,9.2,135,8,1
"4958077","pir108","2004",8,103,12.88,15.48,9.4,135,8,1
"4958078","pir108","2004",8,103,12.88,16.46,9.4,135,8,1
"4958079","pir108","2004",8,103,12.88,16.52,10,135,8,1
"4958080","pir108","2004",8,103,12.88,16.2,10,135,8,1
"4959454","pir113","2005",8,90,11.25,16.39,9.8,127,8,2
"4959456","pir113","2005",8,90,11.25,16.22,10.1,127,8,2
"4959457","pir113","2005",8,90,11.25,16.57,9.1,127,8,2
"4959458","pir113","2005",8,90,11.25,16.18,9.1,127,8,2
"4959460","pir113","2005",8,90,11.25,16.79,9.7,127,8,2
"4959701","pir119","2005",5,68,13.6,16.41,11.4,129,5,2
"4959702","pir119","2005",5,68,13.6,16.18,10.3,129,5,2
"4959703","pir119","2005",5,68,13.6,15.63,9.8,129,5,2
"4959704","pir119","2005",5,68,13.6,16.41,11.5,129,5,2
"4959705","pir119","2005",5,68,13.6,16.73,10.5,129,5,2
"4959706","pir60","2005",7,108,15.43,15.78,9.7,130,7,1
"4959707","pir60","2005",7,108,15.43,16.29,10.5,130,7,1
"4959708","pir60","2005",7,108,15.43,15.57,9.7,130,7,1
"4959709","pir60","2005",7,108,15.43,15.58,9.7,130,7,1
"4959710","pir60","2005",7,108,15.43,15.45,10.3,130,7,1
"4959711","pir60","2005",7,108,15.43,16.47,10.2,130,7,1
"4959712","pir60","2005",7,108,15.43,15.68,9.9,130,7,1
"4959859","pir28","2005",8,53,6.62,16.7,10.2,125,8,2
"4959864","pir28","2005",8,53,6.62,16.42,10.8,125,8,2
"4959865","pir28","2005",8,53,6.62,16.15,10.1,125,8,2
"4959866","pir34","2005",7,82,11.71,16.07,9.8,126,7,1
"4959868","pir34","2005",7,82,11.71,16.19,9.8,126,7,1
"4959870","pir34","2005",7,82,11.71,15.75,10.4,126,7,1
"4959871","pir34","2005",7,82,11.71,16.2,10.5,126,7,1
"4959872","pir34","2005",7,82,11.71,16.49,10.8,126,7,1
"4959873","pir24","2005",9,37,4.11,15.56,10.1,123,8,2
"4959874","pir24","2005",9,37,4.11,NA,9.9,123,8,2
"4959876","pir24","2005",9,37,4.11,14.78,9.1,123,8,2
"4959877","pir24","2005",9,37,4.11,15.63,9.6,123,8,2
"4959878","pir24","2005",9,37,4.11,15.89,10.1,123,8,2
"4959879","pir24","2005",9,37,4.11,15.61,9.4,123,8,2
"4959882","pir66","2005",6,66,11,16.63,10,127,6,2
"4959883","pir66","2005",6,66,11,16.42,10.5,127,6,2
"4959884","pir66","2005",6,66,11,16.48,9.8,127,6,2
"4959885","pir66","2005",6,66,11,16.65,10,127,6,2
"4959886","pir66","2005",6,66,11,16.08,9.7,127,6,2
"4959887","pir66","2005",6,66,11,16.08,9.9,127,6,2
"4959888","pir109","2005",7,84,12,16.67,10.3,130,7,1
"4959889","pir109","2005",7,84,12,16.11,9.9,130,7,1
"4959890","pir109","2005",7,84,12,17.09,10.5,130,7,1
"4959891","pir109","2005",7,84,12,16.86,10,130,7,1
"4959892","pir109","2005",7,84,12,16.96,10.4,130,7,1
"4959893","pir109","2005",7,84,12,16.84,10,130,7,1
"4959894","pir109","2005",7,84,12,17.43,11.2,130,7,1
"4960311","pir7","2005",6,55,9.17,15.83,9.9,126,6,2
"4960312","pir7","2005",6,55,9.17,17.1,10.3,126,6,2
"4960313","pir7","2005",6,55,9.17,16.83,10.2,126,6,2
"4960314","pir7","2005",6,55,9.17,16.45,10,126,6,2
"4960315","pir7","2005",6,55,9.17,16.36,10.5,126,6,2
"4960316","pir7","2005",6,55,9.17,17.11,10.3,126,6,2
"4960401","pir1","2005",6,16,2.67,16.21,9.9,125,6,2
"4960402","pir1","2005",6,16,2.67,16.23,9.7,125,6,2
"4960403","pir1","2005",6,16,2.67,16.32,9.5,125,6,2
"4960404","pir105","2005",6,61,10.17,15.47,9.5,126,6,1
"4960406","pir105","2005",6,61,10.17,15.46,9.8,126,6,1
"4960409","pir105","2005",6,61,10.17,15.22,9.4,126,6,1
"4960410","pir97","2005",5,58,11.6,15.98,9.5,125,5,1
"4960411","pir97","2005",5,58,11.6,16.66,10.1,125,5,1
"4960412","pir97","2005",5,58,11.6,16.1,8.8,125,5,1
"4960413","pir97","2005",5,58,11.6,16.5,9.2,125,5,1
"4960414","pir97","2005",5,58,11.6,16.2,9.2,125,5,1
"4960415","pir88","2005",8,52,6.5,16.33,10.5,124,8,2
"4960416","pir88","2005",8,52,6.5,16.23,9.6,124,8,2
"4960417","pir88","2005",8,52,6.5,16.82,11.2,124,8,2
"4960418","pir88","2005",8,52,6.5,16.47,11.3,124,8,2
"4960420","pir88","2005",8,52,6.5,15.86,10.4,124,8,2
"4960421","pir88","2005",8,52,6.5,16.02,10.5,124,8,2
"4960422","pir88","2005",8,52,6.5,16.13,9.9,124,8,2
"4960423","pir9","2005",8,72,9,16.25,10,124,8,2
"4960424","pir9","2005",8,72,9,15.72,9.6,124,8,2
"4960425","pir9","2005",8,72,9,16.13,9.4,124,8,2
"4960426","pir9","2005",8,72,9,15.77,9.2,124,8,2
"4960427","pir9","2005",8,72,9,15.45,9.3,124,8,2
"4960428","pir9","2005",8,72,9,15.71,8.5,124,8,2
"4960429","pir9","2005",8,72,9,15.94,9.4,124,8,2
"4960430","pir9","2005",8,72,9,16.2,10.1,124,8,2
"4960431","pir17","2005",6,62,10.33,15.75,10.5,126,6,1
"4960433","pir17","2005",6,62,10.33,15.52,8.9,126,6,1
"4960434","pir17","2005",6,62,10.33,16.16,9.9,126,6,1
"4960435","pir17","2005",6,62,10.33,15.72,9.7,126,6,1
"4960436","pir17","2005",6,62,10.33,16.35,10.6,126,6,1
"4960437","pir128","2005",9,78,8.67,16.56,10.3,124,9,2
"4960438","pir128","2005",9,78,8.67,16.51,9.9,124,9,2
"4960439","pir128","2005",9,78,8.67,15.72,9.8,124,9,2
"4960440","pir128","2005",9,78,8.67,16.29,10.5,124,9,2
"4960441","pir128","2005",9,78,8.67,16.58,10.2,124,9,2
"4960442","pir128","2005",9,78,8.67,15.82,10,124,9,2
"4960443","pir128","2005",9,78,8.67,15.79,9.3,124,9,2
"4960444","pir128","2005",9,78,8.67,16.82,9.8,124,9,2
"4960445","pir128","2005",9,78,8.67,16.24,9.9,124,9,2
"4960446","pir121","2005",7,54,7.71,16.78,9.8,128,7,2
"4960447","pir121","2005",7,54,7.71,15.58,9.7,128,7,2
"4960448","pir121","2005",7,54,7.71,16.55,10.2,128,7,2
"4960449","pir121","2005",7,54,7.71,16.47,10.7,128,7,2
"4960450","pir121","2005",7,54,7.71,16.58,10.6,128,7,2
"4960451","pir121","2005",7,54,7.71,15.75,9.3,128,7,2
"4960453","pir113","2005",8,90,11.25,16.65,9.9,127,8,2
"4960461","pir18","2005",4,12,3,14.98,9.2,128,4,1
"4960462","pir18","2005",4,12,3,16.01,10.4,128,4,1
"4960463","pir18","2005",4,12,3,16.6,10.4,128,4,1
"4960464","pir18","2005",4,12,3,16.64,10.4,128,4,1
"4960465","pir40","2005",8,133,16.62,16.31,9.3,127,8,1
"4960468","pir40","2005",8,133,16.62,15.64,9,127,8,1
"4960469","pir40","2005",8,133,16.62,16.73,9.5,127,8,1
"4960470","pir40","2005",8,133,16.62,15.87,9.9,127,8,1
"4960471","pir40","2005",8,133,16.62,16.02,9.3,127,8,1
"4960473","pir53","2005",6,91,15.17,16.22,10,127,6,2
"4960474","pir53","2005",6,91,15.17,16.03,10.2,127,6,2
"4960475","pir53","2005",6,91,15.17,16.25,9.5,127,6,2
"4960476","pir53","2005",6,91,15.17,16.6,10,127,6,2
"4960477","pir53","2005",6,91,15.17,15.91,9.5,127,6,2
"4960478","pir53","2005",6,91,15.17,15.75,9.3,127,6,2
"4960479","pir46","2005",7,47,6.71,16.96,9.2,125,7,1
"4960480","pir46","2005",7,47,6.71,16.75,9.9,125,7,1
"4960481","pir46","2005",7,47,6.71,17,9.7,125,7,1
"4960482","pir46","2005",7,47,6.71,17.44,9.8,125,7,1
"4960483","pir46","2005",7,47,6.71,16.73,9.7,125,7,1
"4960484","pir46","2005",7,47,6.71,16.67,10,125,7,1
"4960485","pir46","2005",7,47,6.71,16.9,9.4,125,7,1
"4960486","pir120","2005",5,67,13.4,15.36,9.6,126,4,2
"4960487","pir120","2005",5,67,13.4,16.09,9.4,126,4,2
"4960488","pir120","2005",5,67,13.4,15.35,8.4,126,4,2
"4960489","pir120","2005",5,67,13.4,16.45,10,126,4,2
"4960491","pir115","2005",5,47,9.4,16.45,10,125,5,2
"4960493","pir115","2005",5,47,9.4,15.65,9.5,125,5,2
"4960494","pir115","2005",5,47,9.4,16.83,10,125,5,2
"4960495","pir115","2005",5,47,9.4,16.33,10.2,125,5,2
"4960578","pir33","2005",6,143,23.83,16.05,9.4,131,6,2
"4960579","pir33","2005",6,143,23.83,16.7,10.4,131,6,2
"4960580","pir33","2005",6,143,23.83,16.15,9.7,131,6,2
"4960581","pir33","2005",6,143,23.83,16.39,10.1,131,6,2
"4960582","pir33","2005",6,143,23.83,16.46,9.8,131,6,2
"4960583","pir33","2005",6,143,23.83,15.99,8,131,6,2
"4960801","pir202","2005",7,54,7.71,16.53,9,127,7,2
"4960802","pir202","2005",7,54,7.71,16.89,10.4,127,7,2
"4960807","pir78","2005",6,105,17.5,17.02,9.5,128,6,1
"4960808","pir78","2005",6,105,17.5,17.01,9.5,128,6,1
"4960809","pir78","2005",6,105,17.5,15.55,8.8,128,6,1
"4960810","pir78","2005",6,105,17.5,16.12,9.6,128,6,1
"4960811","pir78","2005",6,105,17.5,15.85,9.6,128,6,1
"4960812","pir78","2005",6,105,17.5,16.49,9.1,128,6,1
"4960814","pir153","2005",8,65,8.12,16.61,10,129,8,1
"4960815","pir153","2005",8,65,8.12,16.13,9.9,129,8,1
"4960816","pir153","2005",8,65,8.12,16.56,9.5,129,8,1
"4960818","pir153","2005",8,65,8.12,16.07,9.9,129,8,1
"4960819","pir153","2005",8,65,8.12,16.57,9.9,129,8,1
"4960820","pir153","2005",8,65,8.12,16.49,10.2,129,8,1
"4960821","pir153","2005",8,65,8.12,16.71,10.1,129,8,1
"4960823","pir157","2005",7,55,7.86,16.21,9.9,126,7,1
"4960824","pir157","2005",7,55,7.86,16.2,10.7,126,7,1
"4960825","pir157","2005",7,55,7.86,16.67,10.2,126,7,1
"4960826","pir157","2005",7,55,7.86,16.92,10.4,126,7,1
"4960827","pir157","2005",7,55,7.86,16.28,10.6,126,7,1
"4960828","pir157","2005",7,55,7.86,16.2,10.3,126,7,1
"4960829","pir38","2005",7,111,15.86,16.1,10.5,131,7,2
"4960830","pir38","2005",7,111,15.86,NA,10.1,131,7,2
"4960832","pir38","2005",7,111,15.86,16.7,9.9,131,7,2
"4960833","pir38","2005",7,111,15.86,16.57,10.2,131,7,2
"4960834","pir38","2005",7,111,15.86,16.06,9.9,131,7,2
"4960835","pir38","2005",7,111,15.86,16.19,9.8,131,7,2
"4960836","pir103","2005",7,58,8.29,15.82,10,131,7,2
"4960837","pir103","2005",7,58,8.29,16.04,10.5,131,7,2
"4960838","pir103","2005",7,58,8.29,17.12,10.6,131,7,2
"4960839","pir103","2005",7,58,8.29,15.49,8,131,7,2
"4960840","pir103","2005",7,58,8.29,16.8,10.5,131,7,2
"4960841","pir103","2005",7,58,8.29,17,10.9,131,7,2
"4960842","pir103","2005",7,58,8.29,16.07,9.3,131,7,2
"4960843","pir104","2005",4,39,9.75,17.28,9.4,133,4,1
"4960844","pir104","2005",4,39,9.75,16.3,10,133,4,1
"4960845","pir104","2005",4,39,9.75,17.19,9.9,133,4,1
"4960846","pir104","2005",4,39,9.75,17.07,9.4,133,4,1
"4960847","pir90","2005",5,61,12.2,16.44,9.4,133,5,1
"4960848","pir90","2005",5,61,12.2,15.99,10.3,133,5,1
"4960849","pir90","2005",5,61,12.2,16.34,10.1,133,5,1
"4960850","pir90","2005",5,61,12.2,15.81,9.5,133,5,1
"4960851","pir90","2005",5,61,12.2,16.94,10.1,133,5,1
"4960852","pir85","2005",5,62,12.4,16.68,10.9,134,5,1
"4960853","pir85","2005",5,62,12.4,16.86,10.2,134,5,1
"4960854","pir85","2005",5,62,12.4,16.74,9.8,134,5,1
"4960855","pir85","2005",5,62,12.4,16.38,9.4,134,5,1
"4960856","pir85","2005",5,62,12.4,16.05,9.5,134,5,1
"4961496","pir202","2005",7,54,7.71,16.2,9.4,127,7,2
"4961498","pir202","2005",7,54,7.71,17.06,9.5,127,7,2
"4961499","pir202","2005",7,54,7.71,17.02,10.3,127,7,2
"4961500","pir202","2005",7,54,7.71,16.45,10,127,7,2
"4961507","pir4","2004",5,0,0,16.01,9.1,141,5,1
"4961508","pir4","2004",5,0,0,15.75,9,141,5,1
"4961509","pir4","2004",5,0,0,15.51,9.1,141,5,1
"4961510","pir4","2004",5,0,0,15.46,8.4,141,5,1
"4961511","pir4","2004",5,0,0,16.67,9.7,141,5,1
"4961526","pir68","2004",5,72,14.4,15,9,142,5,1
"4961528","pir68","2004",5,72,14.4,16.5,10,142,5,1
"4961529","pir68","2004",5,72,14.4,15.9,9.4,142,5,1
"4961533","pir95","2004",5,0,0,16.08,9.7,136,5,1
"4961534","pir95","2004",5,0,0,15.62,8.7,136,5,1
"4961535","pir95","2004",5,0,0,15.95,9.9,136,5,1
"4961554","pir111","2004",4,40,10,16.02,10.2,145,4,1
"4961555","pir111","2004",4,40,10,15.85,10.5,145,4,1
"4961556","pir111","2004",4,40,10,15.88,10,145,4,1
"4961861","pir71","2005",4,62,15.5,15.9,10.1,118,4,2
"4961862","pir71","2005",4,62,15.5,15.22,9.9,118,4,2
"4961863","pir71","2005",4,62,15.5,16.16,9.8,118,4,2
"4961864","pir71","2005",4,62,15.5,15.95,9,118,4,2
"4961865","pir29","2005",6,42,7,16.06,10.3,121,6,2
"4961866","pir29","2005",6,42,7,16.2,9.5,121,6,2
"4961867","pir29","2005",6,42,7,16.68,11.3,121,6,2
"4961868","pir29","2005",6,42,7,16.41,10,121,6,2
"4961869","pir29","2005",6,42,7,15.68,9.4,121,6,2
"4961870","pir29","2005",6,42,7,16.06,9.9,121,6,2
"4961871","pir98","2005",6,25,4.17,16.01,10.6,121,6,2
"4961872","pir98","2005",6,25,4.17,15.84,10.2,121,6,2
"4961873","pir98","2005",6,25,4.17,15.55,10.6,121,6,2
"4961874","pir98","2005",6,25,4.17,16.26,10.1,121,6,2
"4961875","pir98","2005",6,25,4.17,15.06,9.8,121,6,2
"4961876","pir98","2005",6,25,4.17,15.27,10.1,121,6,2
"4961877","pir159","2005",6,42,7,15.76,9.3,120,4,2
"4961879","pir159","2005",6,42,7,16.1,8.7,120,4,2
"4961880","pir159","2005",6,42,7,15.94,NA,120,4,2
"4961882","pir81","2005",7,44,6.29,16.79,10.2,123,6,1
"4961883","pir81","2005",7,44,6.29,16.58,10.7,123,6,1
"4961884","pir81","2005",7,44,6.29,16.28,9.9,123,6,1
"4961885","pir81","2005",7,44,6.29,16.65,10.4,123,6,1
"4961887","pir81","2005",7,44,6.29,16.09,9.6,123,6,1
"4961888","pir81","2005",7,44,6.29,16.08,10.2,123,6,1
"4961889","pir93","2005",6,33,5.5,16.08,9.2,124,6,2
"4961890","pir93","2005",6,33,5.5,17.08,10,124,6,2
"4961891","pir93","2005",6,33,5.5,16.13,9.5,124,6,2
"4961892","pir93","2005",6,33,5.5,16.59,10,124,6,2
"4961893","pir93","2005",6,33,5.5,16.52,10.1,124,6,2
"4961894","pir93","2005",6,33,5.5,16.09,9.3,124,6,2
"4961895","pir137","2005",6,62,10.33,16.35,10.1,121,6,2
"4961896","pir137","2005",6,62,10.33,15.76,9.3,121,6,2
"4961897","pir137","2005",6,62,10.33,15.72,9.4,121,6,2
"4961898","pir137","2005",6,62,10.33,16.52,10,121,6,2
"4961899","pir137","2005",6,62,10.33,15.93,9.5,121,6,2
"4961900","pir137","2005",6,62,10.33,16.39,10.6,121,6,2
"4961901","pir29","2004",5,44,8.8,15.25,10.4,135,4,1
"4961902","pir29","2004",5,44,8.8,16.37,10.2,135,4,1
"4961903","pir29","2004",5,44,8.8,16.2,10.5,135,4,1
"4961904","pir34","2004",8,88,11,NA,8.9,130,8,2
"4961905","pir34","2004",8,88,11,NA,9.6,130,8,2
"4961906","pir34","2004",8,88,11,NA,9.1,130,8,2
"4961907","pir34","2004",8,88,11,NA,9.6,130,8,2
"4961908","pir34","2004",8,88,11,NA,9.7,130,8,2
"4961909","pir34","2004",8,88,11,NA,9.1,130,8,2
"4961910","pir34","2004",8,88,11,NA,9,130,8,2
"4961911","pir34","2004",8,88,11,NA,9.1,130,8,2
"4961912","pir16","2004",7,21,3,15.62,8.9,135,7,2
"4961913","pir16","2004",7,21,3,16.56,10.3,135,7,2
"4961914","pir16","2004",7,21,3,16.95,10.2,135,7,2
"4961915","pir16","2004",7,21,3,16.3,10.1,135,7,2
"4961916","pir16","2004",7,21,3,16.48,10.7,135,7,2
