"indID","broodID","year","hatch_size","par_load","relative_par_load","tarsus","mass","laydate","fledg_size","nestbag"
"8863663","pir20","2020",7,41,5.86,15.9,9.7,127,NA,1
"8863664","pir20","2020",7,41,5.86,15.6,9.3,127,NA,1
"8863665","pir39","2020",9,48,5.33,15.7,7.9,123,NA,1
"8863666","pir39","2020",9,48,5.33,16.4,8.6,123,NA,1
"8863667","pir39","2020",9,48,5.33,15.7,8.3,123,NA,1
"8863668","pir39","2020",9,48,5.33,15.8,6.4,123,NA,1
"8863669","pir39","2020",9,48,5.33,16.7,8.6,123,NA,1
"8863670","pir39","2020",9,48,5.33,15.5,7.6,123,NA,1
"8863671","pir39","2020",9,48,5.33,16.3,8.6,123,NA,1
"8863672","pir137","2020",6,31,5.17,16.01,10.2,127,NA,1
"8863673","pir137","2020",6,31,5.17,16.3,9.1,127,NA,1
"8863674","pir137","2020",6,31,5.17,15.6,9.1,127,NA,1
"8863675","pir137","2020",6,31,5.17,16,9.6,127,NA,1
"8863676","pir137","2020",6,31,5.17,16.4,9.3,127,NA,1
"8863677","pir137","2020",6,31,5.17,15.8,9,127,NA,1
"8863679","pir15","2020",6,51,8.5,16.4,9.3,128,NA,1
"8863680","pir15","2020",6,51,8.5,15.9,9.2,128,NA,1
"8863681","pir15","2020",6,51,8.5,16.2,9.59,128,NA,1
"8863682","pir15","2020",6,51,8.5,17.1,10.24,128,NA,1
"8863683","pir15","2020",6,51,8.5,16.4,9.8,128,NA,1
"8863684","pir75","2020",5,36,7.2,16.8,10.6,129,NA,1
"8863685","pir75","2020",5,36,7.2,16.9,10.3,129,NA,1
"8863686","pir75","2020",5,36,7.2,16.1,9.4,129,NA,1
"8863687","pir75","2020",5,36,7.2,15.9,9.8,129,NA,1
"8863693","pir95","2020",5,53,10.6,16.2,8.9,131,NA,1
"8863694","pir95","2020",5,53,10.6,16,9.7,131,NA,1
"8863695","pir95","2020",5,53,10.6,15.8,9.8,131,NA,1
"8863696","pir95","2020",5,53,10.6,15.4,10.1,131,NA,1
"8863697","pir95","2020",5,53,10.6,15.8,9.3,131,NA,1
"8863801","pir30","2020",6,59,9.83,15.4,8.4,128,NA,1
"8863803","pir30","2020",6,59,9.83,17,9.3,128,NA,1
"8863805","pir30","2020",6,59,9.83,15.9,8.6,128,NA,1
"8863806","pir30","2020",6,59,9.83,15.8,9,128,NA,1
"8863807","pir30","2020",6,59,9.83,16.5,8.9,128,NA,1
"8863871","pir106","2021",6,12,2,16.56,9.9,128,6,1
"8863872","pir106","2021",6,12,2,16.77,10,128,6,1
"8863873","pir106","2021",6,12,2,15.91,9.2,128,6,1
"8863874","pir106","2021",6,12,2,16.64,9.8,128,6,1
"8863875","pir106","2021",6,12,2,16.28,8.6,128,6,1
"8863876","pir106","2021",6,12,2,15.55,8.8,128,6,1
"8863877","pir100","2021",7,40,5.71,15.22,9.2,126,6,1
"8863878","pir100","2021",7,40,5.71,15.17,9.9,126,6,1
"8863879","pir100","2021",7,40,5.71,15,9.1,126,6,1
"8863880","pir100","2021",7,40,5.71,15.37,9.5,126,6,1
"8863881","pir100","2021",7,40,5.71,15.71,10.1,126,6,1
"8863882","pir100","2021",7,40,5.71,15.92,9.2,126,6,1
"8863883","pir49","2021",7,29,4.14,16.48,9.2,125,7,1
"8863884","pir49","2021",7,29,4.14,16.33,9.5,125,7,1
"8863885","pir49","2021",7,29,4.14,15.5,10.2,125,7,1
"8863886","pir49","2021",7,29,4.14,16.66,9.9,125,7,1
"8863887","pir49","2021",7,29,4.14,15.51,9,125,7,1
"8863888","pir49","2021",7,29,4.14,15.44,8.7,125,7,1
"8863889","pir49","2021",7,29,4.14,16.29,9.4,125,7,1
"8863890","pir90","2021",5,31,6.2,16.17,9.6,125,5,1
"8863891","pir90","2021",5,31,6.2,15.16,8.7,125,5,1
"8863892","pir90","2021",5,31,6.2,16.22,NA,125,5,1
"8863893","pir90","2021",5,31,6.2,15.25,9.4,125,5,1
"8863894","pir90","2021",5,31,6.2,15.53,9,125,5,1
"8863895","pir72","2021",5,47,9.4,14.5,9.4,127,5,1
"8863896","pir72","2021",5,47,9.4,16.45,10.2,127,5,1
"8863897","pir72","2021",5,47,9.4,15.5,9.4,127,5,1
"8863898","pir72","2021",5,47,9.4,15.48,9.8,127,5,1
"8863899","pir72","2021",5,47,9.4,16.06,9.9,127,5,1
"8863900","pir40","2021",11,21,1.91,15.46,8.9,122,3,1
"9974004","pir56","2022",7,80,11.43,15.3,8.7,124,7,1
"9974006","pir56","2022",7,80,11.43,16.2,9,124,7,1
"9974008","pir56","2022",7,80,11.43,15.7,9,124,7,1
"9974009","pir56","2022",7,80,11.43,15.2,7.8,124,7,1
"9974010","pir56","2022",7,80,11.43,15.4,8.6,124,7,1
"9974011","pir65","2022",6,33,5.5,15.9,9.3,124,3,1
"9974012","pir65","2022",6,33,5.5,15.4,9.2,124,3,1
"9974014","pir246","2022",4,14,3.5,15.4,10.04,129,4,1
"9974015","pir246","2022",4,14,3.5,15.6,10,129,4,1
"9974016","pir246","2022",4,14,3.5,16.6,10.2,129,4,1
"9974017","pir246","2022",4,14,3.5,16.8,11.1,129,4,1
"9974018","pir62","2022",5,51,10.2,15.1,9.4,126,4,1
"9974019","pir62","2022",5,51,10.2,15.3,9.4,126,4,1
"9974022","pir122","2022",6,3,0.5,16.7,9.6,129,6,1
"9974023","pir122","2022",6,3,0.5,16.3,10,129,6,1
"9974024","pir122","2022",6,3,0.5,16.2,10.4,129,6,1
"9974025","pir122","2022",6,3,0.5,16.4,10.4,129,6,1
"9974026","pir122","2022",6,3,0.5,16.8,10.2,129,6,1
"9974027","pir122","2022",6,3,0.5,15.7,9.3,129,6,1
"9974028","pir39","2022",4,0,0,16.6,9.4,131,4,1
"9974029","pir39","2022",4,0,0,15.8,9.6,131,4,1
"9974030","pir39","2022",4,0,0,17.3,9.2,131,4,1
"9974031","pir39","2022",4,0,0,15.9,9.5,131,4,1
"9974032","pir41","2022",6,13,2.17,16.1,9.8,130,3,1
"9974033","pir41","2022",6,13,2.17,15.3,9.3,130,3,1
"9974035","pir74","2022",5,46,9.2,14.9,7.7,128,5,1
"9974037","pir74","2022",5,46,9.2,14.6,7.3,128,5,1
"9974038","pir74","2022",5,46,9.2,15.4,7.7,128,5,1
"9974039","pir74","2022",5,46,9.2,16.4,8.2,128,5,1
"9974042","pir159","2022",5,25,5,16.2,10,130,4,1
"9974044","pir25","2022",5,15,3,16.1,9.6,130,5,1
"9974045","pir25","2022",5,15,3,16,9.4,130,5,1
"9974046","pir25","2022",5,15,3,16.5,9.5,130,5,1
"9974047","pir25","2022",5,15,3,16.1,10.6,130,5,1
"9974048","pir25","2022",5,15,3,15.8,10,130,5,1
"9974050","pir43","2022",8,0,0,15.2,9.1,126,8,1
"9974051","pir43","2022",8,0,0,15.3,9.3,126,8,1
"9974052","pir43","2022",8,0,0,15.3,8.7,126,8,1
"9974053","pir43","2022",8,0,0,15.5,9.1,126,8,1
"9974054","pir43","2022",8,0,0,14.7,8.3,126,8,1
"9974055","pir43","2022",8,0,0,15.8,8.5,126,8,1
"9974056","pir43","2022",8,0,0,15.7,9.4,126,8,1
"9974057","pir114","2022",6,22,3.67,15.9,8.8,128,6,1
"9974059","pir114","2022",6,22,3.67,15.3,9.7,128,6,1
"9974060","pir114","2022",6,22,3.67,15.7,9.6,128,6,1
"9974061","pir114","2022",6,22,3.67,15.7,8.8,128,6,1
"9974062","pir114","2022",6,22,3.67,15.4,8.2,128,6,1
"9974063","pir95","2022",6,64,10.67,16.8,9.9,135,6,1
"9974065","pir95","2022",6,64,10.67,15.9,9.3,135,6,1
"9974066","pir95","2022",6,64,10.67,16.4,9.8,135,6,1
"9974067","pir95","2022",6,64,10.67,15.7,9.5,135,6,1
"9974068","pir95","2022",6,64,10.67,17.1,9.7,135,6,1
"9974069","pir36","2022",6,0,0,15.7,8.4,131,4,1
"9974070","pir36","2022",6,0,0,15.7,8.7,131,4,1
"9974071","pir36","2022",6,0,0,15.7,8.3,131,4,1
"9974073","pir113","2022",5,3,0.6,15.3,7.6,139,2,1
"9974075","pir88","2022",4,50,12.5,16.1,7.6,144,NA,1
"9974076","pir88","2022",4,50,12.5,15.3,8,144,NA,1
"9974077","pir88","2022",4,50,12.5,15.7,8.9,144,NA,1
"9974609","pir93","2022",7,45,6.43,17,10.5,127,7,1
"9974610","pir93","2022",7,45,6.43,16.3,10.1,127,7,1
"9974611","pir93","2022",7,45,6.43,16.2,9,127,7,1
"9974612","pir93","2022",7,45,6.43,15.3,8.7,127,7,1
"9974613","pir93","2022",7,45,6.43,16.3,9.5,127,7,1
"9974614","pir93","2022",7,45,6.43,NA,9.2,127,7,1
"9974615","pir93","2022",7,45,6.43,16.8,10.5,127,7,1
"9974617","tua222","2022",4,64,16,16.5,11.3,129,3,1
"9974619","tua222","2022",4,64,16,17,10.5,129,3,1
"9974626","pir2","2022",5,2,0.4,16.6,10.2,132,5,1
"9974627","pir2","2022",5,2,0.4,16.5,10.1,132,5,1
"9974628","pir2","2022",5,2,0.4,15.5,8.9,132,5,1
"9974629","pir2","2022",5,2,0.4,15.9,9.9,132,5,1
"9974632","tua215","2022",4,18,4.5,15.6,9.3,132,4,1
"9974633","tua215","2022",4,18,4.5,15.5,9.6,132,4,1
"9974634","tua215","2022",4,18,4.5,16,9.8,132,4,1
"9974664","pir136","2022",6,60,10,15.8,7.2,130,3,1
"9974665","pir136","2022",6,60,10,16.6,7.7,130,3,1
"9974666","pir136","2022",6,60,10,14.9,6.1,130,3,1
"9974667","pir136","2022",6,60,10,15.8,7.9,130,3,1
"9974668","pir136","2022",6,60,10,16.5,7.9,130,3,1
"9974669","pir119","2022",5,12,2.4,16,10.5,132,5,1
"9974671","pir119","2022",5,12,2.4,16,11.4,132,5,1
"9974673","pir119","2022",5,12,2.4,16,11.6,132,5,1
"9974678","pir131","2022",2,1,0.5,16.4,10.2,137,2,1
"9974679","pir131","2022",2,1,0.5,15.9,10.4,137,2,1
"9974681","pir59","2022",6,23,3.83,15.7,8.3,137,NA,1
"9974682","pir59","2022",6,23,3.83,14.9,8.6,137,NA,1
"9974683","pir59","2022",6,23,3.83,15.5,8.8,137,NA,1
"9974684","pir59","2022",6,23,3.83,14.4,8.6,137,NA,1
"9974685","pir59","2022",6,23,3.83,15.7,9.7,137,NA,1
"9974686","pir59","2022",6,23,3.83,16.2,9.3,137,NA,1
"9974688","pir98","2022",6,62,10.33,15.1,9.5,135,6,1
"9974689","pir98","2022",6,62,10.33,15.2,9.1,135,6,1
"9974690","pir98","2022",6,62,10.33,16.6,10.5,135,6,1
"9974691","pir98","2022",6,62,10.33,15.8,9.5,135,6,1
"9974692","pir98","2022",6,62,10.33,16.3,9.6,135,6,1
"9974693","pir97","2022",5,9,1.8,16.3,10.7,143,4,1
"9974694","pir97","2022",5,9,1.8,15.7,9.3,143,4,1
"9974695","pir97","2022",5,9,1.8,NA,9.6,143,4,1
"9974696","pir97","2022",5,9,1.8,16.6,10.2,143,4,1
"9974697","pir97","2022",5,9,1.8,16.5,10.6,143,4,1
"9974703","pir29","2022",4,27,6.75,16.5,9.9,130,4,1
"9974704","pir29","2022",4,27,6.75,16.5,6.3,130,4,1
"9974705","pir29","2022",4,27,6.75,16.7,10,130,4,1
"9974706","pir29","2022",4,27,6.75,16.2,10.1,130,4,1
"9974708","pir21","2022",4,43,10.75,NA,10,137,4,1
"9974709","pir21","2022",4,43,10.75,15.7,11.3,137,4,1
"9974710","pir21","2022",4,43,10.75,16.1,11,137,4,1
"9974711","pir21","2022",4,43,10.75,16,10,137,4,1
"9974716","pir135","2022",5,23,4.6,16.1,9.1,136,4,1
"9974717","pir135","2022",5,23,4.6,16.3,9,136,4,1
"9974718","pir135","2022",5,23,4.6,16.1,9.5,136,4,1
"9974719","pir135","2022",5,23,4.6,14.5,9.9,136,4,1
"9974720","pir137","2022",6,105,17.5,15.6,9.7,135,5,1
"9974721","pir137","2022",6,105,17.5,16.6,11.3,135,5,1
"9974722","pir137","2022",6,105,17.5,16.6,8.9,135,5,1
"9974723","pir137","2022",6,105,17.5,16.7,9.5,135,5,1
"9974724","pir137","2022",6,105,17.5,15.8,9.4,135,5,1
"9974741","pir35","2022",6,0,0,NA,8,124,6,1
"9974743","pir10","2022",3,2,0.67,16.4,8.6,138,3,1
"9974744","pir10","2022",3,2,0.67,16.2,10.9,138,3,1
"9974745","pir10","2022",3,2,0.67,16.7,9.4,138,3,1
"9974746","pir100","2022",3,6,2,15.8,11.2,137,3,1
"9974747","pir100","2022",3,6,2,15.7,10.5,137,3,1
"9974748","pir100","2022",3,6,2,16.3,10.7,137,3,1
"9974749","pir232","2022",7,45,6.43,16.1,7.8,138,4,1
"9974750","pir232","2022",7,45,6.43,15.3,8.2,138,4,1
"9974751","pir232","2022",7,45,6.43,16,8.7,138,4,1
"9974752","pir232","2022",7,45,6.43,14.8,6.7,138,4,1
"9974753","pir232","2022",7,45,6.43,14.8,7,138,4,1
"9974760","pir243","2022",2,3,1.5,NA,9.7,139,2,1
"9974761","pir243","2022",2,3,1.5,NA,10.1,139,2,1
"9974762","pir6","2022",3,29,9.67,16.1,7.8,147,NA,1
"9974763","pir6","2022",3,29,9.67,15.2,6.9,147,NA,1
"9974764","pir6","2022",3,29,9.67,15.3,6.8,147,NA,1
"9975216","tua225","2022",6,1,0.17,16.3,9,112,6,1
"9975217","tua225","2022",6,1,0.17,15.5,9.9,112,6,1
"9975218","tua225","2022",6,1,0.17,15.5,9.8,112,6,1
"9975219","tua225","2022",6,1,0.17,15.7,9.4,112,6,1
"9975220","tua225","2022",6,1,0.17,16.3,9.5,112,6,1
"9975221","tua225","2022",6,1,0.17,15.7,9.2,112,6,1
"9975322","tua218","2022",7,102,14.57,16.5,9.3,116,7,1
"9975323","tua218","2022",7,102,14.57,16.4,9.6,116,7,1
"9975324","tua218","2022",7,102,14.57,16.1,8.9,116,7,1
"9975325","tua218","2022",7,102,14.57,15.8,8.5,116,7,1
"9975327","tua218","2022",7,102,14.57,15.4,9.6,116,7,1
"9975328","tua218","2022",7,102,14.57,15.2,8.4,116,7,1
"9975347","pir71","2022",4,4,1,16.8,10.7,125,4,1
"9975348","pir71","2022",4,4,1,17.1,10.1,125,4,1
"9975349","pir71","2022",4,4,1,16.4,10.7,125,4,1
"9975350","pir71","2022",4,4,1,17.1,10.5,125,4,1
"9975351","tua224","2022",9,46,5.11,16.3,9.5,123,9,1
"9975353","tua224","2022",9,46,5.11,15.9,9.4,123,9,1
"9975354","tua224","2022",9,46,5.11,15.8,9.8,123,9,1
"9975355","tua224","2022",9,46,5.11,16.8,9.7,123,9,1
"9975356","tua224","2022",9,46,5.11,16.4,9.4,123,9,1
"9975357","tua224","2022",9,46,5.11,16,9.1,123,9,1
"9975359","tua224","2022",9,46,5.11,16.1,9.3,123,9,1
"9975382","pir120","2022",6,100,16.67,15.3,9.4,126,6,1
"9975383","pir120","2022",6,100,16.67,15.2,8.1,126,6,1
"9975384","pir120","2022",6,100,16.67,15.2,8.8,126,6,1
"9975385","pir120","2022",6,100,16.67,16,8.9,126,6,1
"9975386","pir120","2022",6,100,16.67,16.2,8.7,126,6,1
"9975387","pir120","2022",6,100,16.67,16.4,9.5,126,6,1
"9975389","pir230","2022",4,44,11,15.8,9.7,128,3,1
"9975390","pir230","2022",4,44,11,15.3,9.3,128,3,1
"9975391","pir230","2022",4,44,11,16.4,10.2,128,3,1
